"schoolid" "sex" "pped" "rgi"
"473" 20308 1 1 1
"474" 20308 1 1 1
"475" 20309 0 1 0
"476" 20309 1 1 1
"477" 20310 0 1 0
"478" 20310 0 1 0
"479" 20310 0 1 0
"480" 20310 0 1 0
"481" 20310 0 1 1
"482" 20310 0 1 1
"483" 20310 0 1 1
"484" 20310 1 1 0
"485" 20310 1 1 0
"486" 20310 1 1 0
"487" 20310 1 1 0
"488" 20310 1 1 0
"489" 20310 1 1 0
"490" 20310 1 1 0
"491" 20310 1 1 0
"492" 20310 1 1 1
"493" 20311 0 1 0
"494" 20311 0 1 0
"495" 20311 0 1 0
"496" 20311 0 1 0
"497" 20311 0 1 0
"498" 20311 1 1 0
"499" 20311 1 1 0
"500" 20311 1 1 0
"501" 20311 1 1 1
"502" 20311 1 1 1
"503" 20312 0 1 0
"504" 20312 0 1 0
"505" 20312 0 1 0
"506" 20312 0 1 0
"507" 20312 0 1 0
"508" 20312 0 1 0
"509" 20312 0 1 0
"510" 20312 0 1 0
"511" 20312 0 1 0
"512" 20312 0 1 0
"513" 20312 0 1 0
"514" 20312 0 1 0
"515" 20312 0 1 0
"516" 20312 0 1 0
"517" 20312 1 1 0
"518" 20312 1 1 0
"519" 20312 1 1 0
"520" 20312 1 1 0
"521" 20313 0 1 0
"522" 20313 0 1 0
"523" 20313 0 1 0
"524" 20313 0 1 0
"525" 20313 1 0 1
"526" 20313 1 1 0
"527" 20313 1 1 0
"528" 20313 1 1 1
"529" 20313 1 1 1
"530" 20313 1 1 1
"531" 20313 1 1 1
"532" 20313 1 1 1
"533" 20414 0 1 0
"534" 20414 0 1 0
"535" 20414 0 1 0
"536" 20414 0 1 0
"537" 20414 0 1 0
"538" 20414 0 1 0
"539" 20414 0 1 0
"540" 20414 0 1 0
"541" 20414 0 1 1
"542" 20414 1 0 0
"543" 20414 1 1 0
"544" 20414 1 1 0
"545" 20414 1 1 0
"546" 20414 1 1 0
"547" 20414 1 1 0
"548" 20414 1 1 0
"549" 20414 1 1 0
"550" 20414 1 1 0
"551" 20414 1 1 0
"552" 20414 1 1 1
"553" 20414 1 1 1
"554" 20515 0 0 1
"555" 20515 0 1 0
"556" 20515 0 1 0
"557" 20515 0 1 0
"558" 20515 0 1 0
"559" 20515 0 1 1
"560" 20515 0 1 1
"561" 20515 0 1 1
"562" 20515 1 1 0
"563" 20515 1 1 0
"564" 20515 1 1 1
"565" 20515 1 1 1
"566" 20516 0 0 0
"567" 20516 0 1 0
"568" 20516 0 1 0
"569" 20516 0 1 0
"570" 20516 0 1 0
"571" 20516 0 1 0
"572" 20516 0 1 0
"573" 20516 0 1 1
"574" 20516 1 1 0
"575" 20516 1 1 0
"576" 20516 1 1 0
"577" 20516 1 1 0
"578" 20516 1 1 1
"579" 20517 0 1 0
"580" 20517 0 1 0
"581" 20517 0 1 0
"582" 20517 0 1 0
"583" 20517 0 1 1
"584" 20517 0 1 1
"585" 20517 1 1 0
"586" 20518 0 0 0
"587" 20518 0 0 0
"588" 20518 0 1 0
"589" 20518 0 1 0
"590" 20518 1 0 0
"591" 20518 1 0 0
"592" 20518 1 0 0
"593" 20518 1 1 0
"594" 20518 1 1 0
"595" 20518 1 1 0
"596" 20518 1 1 0
"597" 20519 0 1 0
"598" 20519 0 1 0
"599" 20519 0 1 1
"600" 20519 1 0 0
"601" 20519 1 0 0
"602" 20519 1 1 0
"603" 20519 1 1 0
"604" 20520 1 0 0
"605" 20520 1 0 0
"606" 20520 1 0 1
"607" 20520 1 0 1
"608" 30101 0 0 0
"609" 30101 0 0 0
"610" 30101 0 0 0
"611" 30101 0 0 0
"612" 30101 0 1 0
"613" 30101 0 1 0
"614" 30101 0 1 0
"615" 30101 0 1 0
"616" 30101 0 1 0
"617" 30101 0 1 0
"618" 30101 0 1 0
"619" 30101 0 1 0
"620" 30101 0 1 0
"621" 30101 0 1 0
"622" 30101 0 1 0
"623" 30101 0 1 0
"624" 30101 0 1 0
"625" 30101 0 1 1
"626" 30101 1 0 0
"627" 30101 1 0 0
"628" 30101 1 0 0
"629" 30101 1 0 0
"630" 30101 1 0 0
"631" 30101 1 0 0
"632" 30101 1 1 0
"633" 30101 1 1 0
"634" 30101 1 1 0
"635" 30101 1 1 0
"636" 30202 0 0 0
"637" 30202 0 0 0
"638" 30202 0 0 0
"639" 30202 0 0 1
"640" 30202 0 0 1
"641" 30202 0 1 0
"642" 30202 0 1 0
"643" 30202 0 1 0
"644" 30202 0 1 0
"645" 30202 0 1 0
"646" 30202 0 1 0
"647" 30202 0 1 1
"648" 30202 1 0 1
"649" 30202 1 0 1
"650" 30202 1 1 0
"651" 30202 1 1 0
"652" 30202 1 1 0
"653" 30202 1 1 0
"654" 30202 1 1 0
"655" 30202 1 1 0
"656" 30202 1 1 0
"657" 30202 1 1 0
"658" 30202 1 1 1
"659" 30202 1 1 1
"660" 30202 1 1 1
"661" 30203 0 0 0
"662" 30203 0 0 0
"663" 30203 0 0 0
"664" 30203 0 0 0
"665" 30203 0 0 0
"666" 30203 0 0 0
"667" 30203 0 0 0
"668" 30203 0 0 0
"669" 30203 0 0 0
"670" 30203 0 0 1
"671" 30203 0 1 0
"672" 30203 0 1 0
"673" 30203 0 1 0
"674" 30203 0 1 0
"675" 30203 0 1 0
"676" 30203 1 0 0
"677" 30203 1 0 0
"678" 30203 1 0 0
"679" 30203 1 0 0
"680" 30203 1 0 0
"681" 30203 1 0 0
"682" 30203 1 0 0
"683" 30203 1 0 0
"684" 30203 1 0 1
"685" 30203 1 0 1
"686" 30203 1 0 1
"687" 30203 1 1 0
"688" 30203 1 1 0
"689" 30203 1 1 0
"690" 30203 1 1 0
"691" 30204 0 0 0
"692" 30204 0 0 0
"693" 30204 0 0 0
"694" 30204 0 0 0
"695" 30204 0 0 0
"696" 30204 0 0 0
"697" 30204 0 0 0
"698" 30204 0 0 0
"699" 30204 0 1 0
"700" 30204 0 1 1
"701" 30204 1 0 0
"702" 30204 1 0 0
"703" 30204 1 0 0
"704" 30204 1 0 0
"705" 30204 1 0 0
"706" 30204 1 0 0
"707" 30204 1 0 0
"708" 30204 1 0 0
"709" 30204 1 0 0
"710" 30204 1 0 0
"711" 30204 1 0 1
"712" 30204 1 0 1
"713" 30204 1 0 1
"714" 30204 1 0 1
"715" 30204 1 0 1
"716" 30205 0 0 0
"717" 30205 0 0 0
"718" 30205 0 0 0
"719" 30205 0 0 0
"720" 30205 0 0 0
"721" 30205 0 0 0
"722" 30205 0 0 0
"723" 30205 0 0 0
"724" 30205 0 0 0
"725" 30205 0 0 0
"726" 30205 0 0 0
"727" 30205 0 0 0
"728" 30205 0 0 0
"729" 30205 0 0 0
"730" 30205 0 0 0
"731" 30205 0 0 1
"732" 30205 1 0 0
"733" 30205 1 0 0
"734" 30205 1 0 0
"735" 30205 1 0 0
"736" 30205 1 0 0
"737" 30205 1 0 0
"738" 30205 1 0 0
"739" 30205 1 0 0
"740" 30205 1 0 0
"741" 30205 1 0 0
"742" 30205 1 0 0
"743" 30205 1 0 1
"744" 30205 1 0 1
"745" 30206 0 0 0
"746" 30206 0 0 0
"747" 30206 0 0 0
"748" 30206 0 0 0
"749" 30206 0 0 0
"750" 30206 0 1 0
"751" 30206 0 1 0
"752" 30206 1 0 0
"753" 30206 1 0 0
"754" 30206 1 0 0
"755" 30206 1 0 0
"756" 30206 1 0 0
"757" 30206 1 0 1
"758" 30206 1 1 0
"759" 30206 1 1 0
"760" 30206 1 1 0
"761" 30206 1 1 0
"762" 30206 1 1 0
"763" 30207 0 0 0
"764" 30207 0 0 0
"765" 30207 0 0 0
"766" 30207 0 0 0
"767" 30207 0 0 0
"768" 30207 0 0 0
"769" 30207 0 0 0
"770" 30207 0 0 1
"771" 30207 1 0 0
"772" 30207 1 0 0
"773" 30207 1 0 0
"774" 30207 1 0 0
"775" 30207 1 0 0
"776" 30207 1 0 1
"777" 30207 1 0 1
"778" 30207 1 0 1
"779" 30207 1 0 1
"780" 30208 0 0 0
"781" 30208 0 0 0
"782" 30208 0 0 0
"783" 30208 0 0 0
"784" 30208 0 0 0
"785" 30208 0 0 0
"786" 30208 0 0 0
"787" 30208 0 0 0
"788" 30208 0 0 0
"789" 30208 0 0 0
"790" 30208 0 0 0
"791" 30208 0 0 0
"792" 30208 0 0 0
"793" 30208 0 0 0
"794" 30208 0 1 0
"795" 30208 0 1 0
"796" 30208 1 0 0
"797" 30208 1 0 0
"798" 30208 1 0 0
"799" 30208 1 0 0
"800" 30208 1 0 0
"801" 30208 1 0 0
"802" 30208 1 0 0
"803" 30208 1 0 1
"804" 30208 1 0 1
"805" 30208 1 0 1
"806" 30309 0 0 0
"807" 30309 0 0 0
"808" 30309 0 0 0
"809" 30309 0 0 0
"810" 30309 0 0 0
"811" 30309 0 0 0
"812" 30309 0 0 1
"813" 30309 0 1 0
"814" 30309 0 1 0
"815" 30309 0 1 0
"816" 30309 0 1 0
"817" 30309 0 1 0
"818" 30309 0 1 0
"819" 30309 0 1 0
"820" 30309 0 1 0
"821" 30309 0 1 0
"822" 30309 1 0 0
"823" 30309 1 0 0
"824" 30309 1 0 0
"825" 30309 1 0 1
"826" 30309 1 0 1
"827" 30309 1 1 0
"828" 30309 1 1 1
"829" 30310 0 0 0
"830" 30310 0 0 0
"831" 30310 0 0 0
"832" 30310 0 0 0
"833" 30310 0 0 0
"834" 30310 1 0 0
"835" 30310 1 0 0
"836" 30310 1 0 0
"837" 30310 1 0 0
"838" 30310 1 0 0
"839" 30310 1 0 0
"840" 30310 1 0 0
"841" 30310 1 0 0
"842" 30310 1 0 0
"843" 30310 1 0 0
"844" 30310 1 0 0
"845" 30310 1 0 1
"846" 30310 1 0 1
"847" 30311 0 0 0
"848" 30311 0 0 0
"849" 30311 0 0 0
"850" 30311 0 0 0
"851" 30311 0 0 0
"852" 30311 0 0 0
"853" 30311 0 0 0
"854" 30311 0 0 0
"855" 30311 0 0 0
"856" 30311 0 0 1
"857" 30311 0 0 1
"858" 30311 1 0 0
"859" 30311 1 0 0
"860" 30311 1 0 0
"861" 30311 1 0 0
"862" 30311 1 0 0
"863" 30312 0 0 0
"864" 30312 0 0 0
"865" 30312 0 0 0
"866" 30312 0 0 1
"867" 30312 0 1 0
"868" 30312 0 1 0
"869" 30312 0 1 0
"870" 30312 0 1 0
"871" 30312 0 1 0
"872" 30312 0 1 0
"873" 30312 0 1 0
"874" 30312 0 1 0
"875" 30312 1 0 1
"876" 30312 1 0 1
"877" 30312 1 1 0
"878" 30312 1 1 0
"879" 30312 1 1 0
"880" 30312 1 1 0
"881" 30312 1 1 0
"882" 30312 1 1 0
"883" 30312 1 1 1
"884" 30312 1 1 1
"885" 30312 1 1 1
"886" 30312 1 1 1
"887" 30312 1 1 1
"888" 30313 0 0 0
"889" 30313 0 0 0
"890" 30313 0 0 0
"891" 30313 0 0 0
"892" 30313 0 0 0
"893" 30313 0 0 1
"894" 30313 0 0 1
"895" 30313 0 0 1
"896" 30313 0 0 1
"897" 30313 0 0 1
"898" 30313 0 1 0
"899" 30313 1 0 0
"900" 30313 1 0 0
"901" 30313 1 0 0
"902" 30313 1 0 0
"903" 30313 1 0 1
"904" 30313 1 0 1
"905" 30313 1 0 1
"906" 30313 1 0 1
"907" 30313 1 0 1
"908" 30414 0 1 0
"909" 30414 0 1 0
"910" 30414 0 1 0
"911" 30414 0 1 0
"912" 30414 0 1 0
"913" 30414 0 1 0
"914" 30414 0 1 0
"915" 30414 0 1 0
"916" 30414 0 1 0
"917" 30414 1 0 1
"918" 30414 1 1 0
"919" 30414 1 1 0
"920" 30414 1 1 0
"921" 30414 1 1 0
"922" 30414 1 1 0
"923" 30414 1 1 0
"924" 30414 1 1 0
"925" 30414 1 1 0
"926" 30414 1 1 0
"927" 30414 1 1 0
"928" 30415 0 0 0
"929" 30415 0 1 0
"930" 30415 0 1 0
"931" 30415 0 1 0
"932" 30415 0 1 0
"933" 30415 0 1 0
"934" 30415 0 1 0
"935" 30415 0 1 1
"936" 30415 0 1 1
"937" 30415 1 0 1
"938" 30415 1 1 0
"939" 30415 1 1 0
"940" 30415 1 1 0
"941" 30415 1 1 0
"942" 30415 1 1 0
"943" 30415 1 1 1
"944" 30415 1 1 1
"945" 30416 0 0 0
"946" 30416 0 0 0
"947" 30416 0 0 1
"948" 30416 0 0 1
"949" 30416 0 1 0
"950" 30416 1 0 0
"951" 30416 1 0 0
"952" 30416 1 0 0
"953" 30416 1 0 0
"954" 30416 1 0 1
"955" 30416 1 0 1
"956" 30417 0 1 0
"957" 30417 0 1 0
"958" 30417 0 1 0
"959" 30417 0 1 0
"960" 30417 0 1 1
"961" 30417 1 1 0
"962" 30417 1 1 0
"963" 30417 1 1 0
"964" 30417 1 1 0
"965" 30417 1 1 0
"966" 30417 1 1 0
"967" 30417 1 1 0
"968" 30417 1 1 0
"969" 30417 1 1 1
"970" 30417 1 1 1
"971" 30418 0 0 0
"972" 30418 0 0 0
"973" 30418 0 1 0
"974" 30418 0 1 0
"975" 30418 0 1 0
"976" 30418 0 1 0
"977" 30418 0 1 0
"978" 30418 0 1 0
"979" 30418 0 1 1
"980" 30418 1 0 0
"981" 30418 1 0 0
"982" 30418 1 0 1
"983" 30418 1 1 0
"984" 30418 1 1 0
"985" 30418 1 1 0
"986" 30418 1 1 0
"987" 30418 1 1 0
"988" 30418 1 1 0
"989" 30418 1 1 0
"990" 30519 0 0 0
"991" 30519 0 0 0
"992" 30519 0 0 0
"993" 30519 0 0 0
"994" 30519 0 0 0
"995" 30519 0 0 0
"996" 30519 0 1 0
"997" 30519 0 1 0
"998" 30519 0 1 0
"999" 30519 0 1 0
"1000" 30519 0 1 0
"1001" 30519 0 1 0
"1002" 30519 0 1 0
"1003" 30519 0 1 0
"1004" 30519 0 1 0
"1005" 30519 0 1 0
"1006" 30519 0 1 0
"1007" 30519 0 1 0
"1008" 30519 1 0 0
"1009" 30519 1 0 0
"1010" 30519 1 0 0
"1011" 30519 1 0 0
"1012" 30519 1 0 0
"1013" 30519 1 1 0
"1014" 30519 1 1 0
"1015" 30519 1 1 0
"1016" 30519 1 1 0
"1017" 30519 1 1 0
"1018" 30520 0 0 0
"1019" 30520 0 0 0
"1020" 30520 0 0 0
"1021" 30520 0 0 0
"1022" 30520 0 1 0
"1023" 30520 0 1 0
"1024" 30520 0 1 0
"1025" 30520 0 1 0
"1026" 30520 0 1 0
"1027" 30520 0 1 0
"1028" 30520 0 1 0
"1029" 30520 0 1 0
"1030" 30520 0 1 0
"1031" 30520 0 1 0
"1032" 30520 0 1 0
"1033" 30520 0 1 0
"1034" 30520 1 0 0
"1035" 30520 1 0 0
"1036" 30520 1 0 0
"1037" 30520 1 1 0
"1038" 30520 1 1 0
"1039" 30520 1 1 0
"1040" 30520 1 1 0
"1041" 30520 1 1 0
"1042" 30520 1 1 0
"1043" 30520 1 1 0
"1044" 30520 1 1 0
"1045" 30520 1 1 0
"1046" 30520 1 1 0
"1047" 30520 1 1 1
"1048" 30521 0 0 0
"1049" 30521 0 1 0
"1050" 30521 0 1 0
"1051" 30521 0 1 0
"1052" 30521 0 1 0
"1053" 30521 0 1 0
"1054" 30521 0 1 0
"1055" 30521 0 1 0
"1056" 30521 0 1 0
"1057" 30521 0 1 0
"1058" 30521 0 1 0
"1059" 30521 0 1 0
"1060" 30521 0 1 0
"1061" 30521 0 1 0
"1062" 30521 0 1 0
"1063" 30521 0 1 1
"1064" 30521 0 1 1
"1065" 30521 1 1 0
"1066" 30521 1 1 0
"1067" 30521 1 1 0
"1068" 30521 1 1 0
